FORMATTED_BATCH_ID,SUPPLIER,SUPPLIER_REF,WELL_REF,BARCODE,Starting Concentration,Concentration Range
CBP-0064424-02,P3_Prestwick,Prestw-1057,A01,B009,0,A
CBP-0064425-02,P3_Prestwick,Prestw-1067,M01,B009,0,A
CBP-0064426-02,P3_Prestwick,Prestw-1280,H05,B009,0,A
CBP-0064427-02,P3_Prestwick,Prestw-998,D19,B008,0,A
CBP-0064428-04,P3_Prestwick,Prestw-1008,P19,B008,0,A
CBP-0064429-02,P3_Prestwick,Prestw-1038,L21,B008,0,A
CBP-0064430-02,P3_Prestwick,Prestw-1068,O01,B009,0,A
CBP-0064431-02,P3_Prestwick,Prestw-1078,D02,B009,0,A
CBP-0064432-02,P3_Prestwick,Prestw-1118,L04,B009,0,A
CBP-0064433-02,P3_Prestwick,Prestw-1514,I17,B008,0,A
CBP-0064434-03,P3_Prestwick,Prestw-979,E18,B008,0,A
CBP-0064435-02,P3_Prestwick,Prestw-1308,E06,B009,0,A
CBP-0064436-02,P3_Prestwick,Prestw-999,F19,B008,0,A
CBP-0064437-02,P3_Prestwick,Prestw-1199,A08,B009,0,A
CBP-0064438-02,P3_Prestwick,Prestw-1490,M08,B009,0,A
CBP-0064439-02,P3_Prestwick,Prestw-1039,N21,B008,0,A
CBP-0064440-02,P3_Prestwick,Prestw-1059,E01,B009,0,A
CBP-0064442-02,P3_Prestwick,Prestw-284,O18,B006,0,A
CBP-0064443-02,P3_Prestwick,Prestw-197,B13,B006,0,A
CBP-0064444-02,P3_Prestwick,Prestw-317,J20,B006,0,A
CBP-0064445-02,P3_Prestwick,Prestw-159,N10,B006,0,A
CBP-0064446-02,P3_Prestwick,Prestw-150,D10,B006,0,A
CBP-0064447-02,P3_Prestwick,Prestw-160,P10,B006,0,A
CBP-0064448-02,P3_Prestwick,Prestw-321,A21,B006,0,A
CBP-0064449-02,P3_Prestwick,Prestw-372,G02,B007,0,A
CBP-0064450-02,P3_Prestwick,Prestw-1323,P07,B007,0,A
CBP-0064451-02,P3_Prestwick,Prestw-565,B14,B007,0,A
CBP-0064452-02,P3_Prestwick,Prestw-407,F04,B007,0,A
CBP-0064453-02,P3_Prestwick,Prestw-398,L03,B007,0,A
CBP-0064454-03,P3_Prestwick,Prestw-330,K21,B006,0,A
CBP-0064455-02,P3_Prestwick,Prestw-842,K09,B008,0,A
CBP-0064456-02,P3_Prestwick,Prestw-1512,D13,B008,0,A
CBP-0064457-02,P3_Prestwick,Prestw-754,C04,B008,0,A
CBP-0064458-02,P3_Prestwick,Prestw-1508,J21,B007,0,A
CBP-0064459-02,P3_Prestwick,Prestw-726,D02,B008,0,A
CBP-0064460-02,P3_Prestwick,Prestw-936,H15,B008,0,A
CBP-0064461-02,P3_Prestwick,Prestw-767,N04,B008,0,A
CBP-0064462-02,P3_Prestwick,Prestw-1023,N20,B008,0,A
CBP-0064463-03,P3_Prestwick,Prestw-1421,I09,B009,0,A
CBP-0064464-02,P3_Prestwick,Prestw-1043,E22,B008,0,A
CBP-0064465-02,P3_Prestwick,Prestw-1104,P03,B009,0,A
CBP-0064466-02,P3_Prestwick,Prestw-1028,G21,B008,0,A
CBP-0064467-02,P3_Prestwick,Prestw-1040,P21,B008,0,A
CBP-0064476-05,P3_Prestwick,Prestw-1720,K12,B009,0,A
CBP-0064549-03,P3_Prestwick,Prestw-1762,O10,B009,0,A
CBP-0064794-02,P3_Prestwick,Prestw-1794,H14,B009,0,A
CBP-0064800-02,P3_Prestwick,Prestw-1782,O13,B009,0,A
CBP-0064802-02,P3_Prestwick,Prestw-1793,I14,B009,0,A
CBP-0064819-03,P3_Prestwick,Prestw-1771,M15,B006,0,A
CBP-0064823-02,P3_Prestwick,Prestw-1735,M14,B009,0,A
CBP-0064835-02,P3_Prestwick,Prestw-1731,A13,B009,0,A
CBP-0064863-02,P3_Prestwick,Prestw-1701,M12,B009,0,A
CBP-0064892-02,P3_Prestwick,Prestw-1736,E13,B009,0,A
CBP-0064898-02,P3_Prestwick,Prestw-1788,O14,B009,0,A
CBP-0064912-02,P3_Prestwick,Prestw-1761,J10,B009,0,A
CBP-0064915-02,P3_Prestwick,Prestw-1733,H11,B009,0,A
CBP-0064925-02,P3_Prestwick,Prestw-1719,F10,B009,0,A
CBP-0064934-02,P3_Prestwick,Prestw-1739,G10,B009,0,A
CBP-0064941-02,P3_Prestwick,Prestw-1722,L11,B009,0,A
CBP-0065014-02,P3_Prestwick,Prestw-1773,M10,B009,0,A
CBP-0065076-02,P3_Prestwick,Prestw-1706,D11,B009,0,A
CBP-0065084-02,P3_Prestwick,Prestw-1748,I11,B009,0,A
CBP-0065093-02,P3_Prestwick,Prestw-1728,P14,B009,0,A
CBP-0065099-02,P3_Prestwick,Prestw-1744,N13,B009,0,A
CBP-0065140-02,P3_Prestwick,Prestw-1792,P11,B009,0,A
CBP-0065145-02,P3_Prestwick,Prestw-1738,E14,B009,0,A
CBP-0065147-02,P3_Prestwick,Prestw-1769,L12,B009,0,A
CBP-0065173-02,P3_Prestwick,Prestw-1721,K11,B009,0,A
CBP-0065259-02,P3_Prestwick,Prestw-1783,G14,B009,0,A
CBP-0065269-02,P3_Prestwick,Prestw-1740,M13,B009,0,A
CBP-0065272-02,P3_Prestwick,Prestw-1786,H10,B009,0,A
CBP-0065311-02,P3_Prestwick,Prestw-1777,E10,B009,0,A
CBP-0065344-02,P3_Prestwick,Prestw-1734,F13,B009,0,A
CBP-0065375-02,P3_Prestwick,Prestw-1772,A14,B009,0,A
CBP-0065386-02,P3_Prestwick,Prestw-1732,A11,B009,0,A
CBP-0065398-02,P3_Prestwick,Prestw-1707,B10,B009,0,A
CBP-0065407-02,P3_Prestwick,Prestw-1759,K13,B009,0,A
CBP-0065942-02,P3_Prestwick,Prestw-1756,I13,B009,0,A
CBP-0066166-02,P3_Prestwick,Prestw-1750,B13,B009,0,A
CBP-0067598-01,P3_Prestwick,Prestw-1702,A03,B008,0,A
CBP-0067599-01,P3_Prestwick,Prestw-1703,F11,B009,0,A
CBP-0067600-01,P3_Prestwick,Prestw-1704,N14,B009,0,A
CBP-0067601-01,P3_Prestwick,Prestw-1705,D12,B009,0,A
CBP-0067602-01,P3_Prestwick,Prestw-1708,B11,B009,0,A
CBP-0067603-01,P3_Prestwick,Prestw-1709,G11,B009,0,A
CBP-0067604-01,P3_Prestwick,Prestw-1710,J11,B009,0,A
CBP-0067605-01,P3_Prestwick,Prestw-1712,H13,B009,0,A
CBP-0067606-01,P3_Prestwick,Prestw-1714,B12,B009,0,A
CBP-0067607-01,P3_Prestwick,Prestw-1715,M11,B009,0,A
CBP-0067608-01,P3_Prestwick,Prestw-1716,C11,B009,0,A
CBP-0067609-01,P3_Prestwick,Prestw-1717,N11,B009,0,A
CBP-0067610-01,P3_Prestwick,Prestw-1718,D10,B009,0,A
CBP-0067611-01,P3_Prestwick,Prestw-1723,O12,B009,0,A
CBP-0067612-01,P3_Prestwick,Prestw-1726,E12,B009,0,A
CBP-0067613-01,P3_Prestwick,Prestw-1727,C13,B009,0,A
CBP-0067614-01,P3_Prestwick,Prestw-1729,K14,B009,0,A
CBP-0067615-01,P3_Prestwick,Prestw-1730,I12,B009,0,A
CBP-0067616-01,P3_Prestwick,Prestw-1737,G13,B009,0,A
CBP-0067617-01,P3_Prestwick,Prestw-1741,L13,B009,0,A
CBP-0067618-01,P3_Prestwick,Prestw-1743,F12,B009,0,A
CBP-0067619-01,P3_Prestwick,Prestw-1745,F14,B009,0,A
CBP-0067620-01,P3_Prestwick,Prestw-1746,C20,B008,0,A
CBP-0067621-01,P3_Prestwick,Prestw-1749,C10,B009,0,A
CBP-0067622-01,P3_Prestwick,Prestw-1752,J13,B009,0,A
CBP-0067623-01,P3_Prestwick,Prestw-1753,P10,B009,0,A
CBP-0067624-01,P3_Prestwick,Prestw-1758,N10,B009,0,A
CBP-0067625-01,P3_Prestwick,Prestw-1760,L10,B009,0,A
CBP-0067626-01,P3_Prestwick,Prestw-1763,O11,B009,0,A
CBP-0067627-01,P3_Prestwick,Prestw-1764,A10,B009,0,A
CBP-0067628-01,P3_Prestwick,Prestw-1765,D14,B009,0,A
CBP-0067629-01,P3_Prestwick,Prestw-1766,A12,B009,0,A
CBP-0067630-01,P3_Prestwick,Prestw-1768,J14,B009,0,A
CBP-0067631-01,P3_Prestwick,Prestw-1770,C12,B009,0,A
CBP-0067632-01,P3_Prestwick,Prestw-1774,L20,B008,0,A
CBP-0067633-01,P3_Prestwick,Prestw-1775,P13,B009,0,A
CBP-0067634-01,P3_Prestwick,Prestw-1776,H12,B009,0,A
CBP-0067635-01,P3_Prestwick,Prestw-1778,K10,B009,0,A
CBP-0067636-01,P3_Prestwick,Prestw-1780,B14,B009,0,A
CBP-0067637-01,P3_Prestwick,Prestw-1781,C14,B009,0,A
CBP-0067638-01,P3_Prestwick,Prestw-1785,J12,B009,0,A
CBP-0067639-01,P3_Prestwick,Prestw-1787,P12,B009,0,A
CBP-0067640-01,P3_Prestwick,Prestw-1791,N12,B009,0,A
CBP-0067641-01,P3_Prestwick,Prestw-1795,E04,B006,0,A
CBP-0067642-01,P3_Prestwick,Prestw-1796,D04,B007,0,A
CBP-0067643-01,P3_Prestwick,Prestw-1797,G12,B007,0,A
CBP-0067644-01,P3_Prestwick,Prestw-1798,O21,B007,0,A
CBP-0067645-01,P3_Prestwick,Prestw-1799,L21,B007,0,A
CBP-0067646-01,P3_Prestwick,Prestw-1800,E09,B008,0,A
CBP-0067647-01,P3_Prestwick,Prestw-1801,N10,B008,0,A
CBP-0067648-01,P3_Prestwick,Prestw-1802,L19,B008,0,A
CBP-0067649-01,P3_Prestwick,Prestw-1803,F02,B009,0,A
CBP-0067650-01,P3_Prestwick,Prestw-1804,N02,B009,0,A
